OBJECTID,Name,Label,Category2,Category1,Category3,Organization,Address Line 1,Address Line 2,City,State,ZIP Code,Source,Source ID,Source Date,Display,Last Update,x,y
5682,Bradbury Debris Basin,Bradbury Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1732212,5/14/1997,Y,,6571418.69660863,1879294.84404889
5683,Dunsmore Debris Basin,Dunsmore Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1732262,5/14/1997,Y,,6485196.22075997,1912748.70036939
5684,Haines Debris Basin,Haines Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1732324,5/14/1997,Y,,6477989.75879496,1917417.78027005
5685,Lower Retention Basin,Lower Retention Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1732369,5/14/1997,Y,,6417096.60794371,1926340.29654573
5686,Rubio Wash Debris Basin,Rubio Wash Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1732452,5/14/1997,Y,,6524628.8991123,1894984.54757756
5687,Stough Debris Basin,Stough Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1732602,5/14/1997,Y,,6469866.0165123,1895504.97468631
5688,Sunset Debris Basin,Sunset Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1732610,5/14/1997,Y,,6472129.35352105,1893981.89079022
5689,Yarnell Debris Basin,Yarnell Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1732651,5/14/1997,Y,,6415116.9901838,1933426.06157364
5690,Auburn Debris Basin,Auburn Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1733488,5/14/1997,Y,,6544698.43246397,1885868.76200339
5691,Bailey Debris Basin,Bailey Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1733489,5/14/1997,Y,,6543101.63250796,1885162.07673697
5692,Carter Debris Basin,Carter Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1733501,5/14/1997,Y,,6546462.78818722,1885766.74022581
5693,Lannan Debris Basin,Lannan Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1733518,5/14/1997,Y,,6551755.8606063,1885259.11164789
5694,Ruby Canyon Debris Basin,Ruby Canyon Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1733532,1/23/2017,Y,,6562090.49085563,1882224.84704715
5695,Santa Anita Debris Basin,Santa Anita Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1733538,5/14/1997,Y,,6555116.59338614,1884752.75997031
5696,Sawpit Debris Basin,Sawpit Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1733539,5/14/1997,Y,,6564107.05112697,1884044.53271222
5697,Sierra Madre Debris Basin,Sierra Madre Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1733540,5/14/1997,Y,,6548899.78232896,1886776.50264198
5698,Sierra Madre Villa Debris Basin,Sierra Madre Villa Debris Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1733541,5/14/1997,Y,,6538312.18539397,1884862.11342615
5699,Catalina Basin,Catalina Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1940045,5/3/2011,Y,,6408332.07330747,1531609.35306956
5700,Los Angeles Basin,Los Angeles Basin,Basin,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1940053,10/11/2001,Y,,6488212.25212947,1840664.97577073
5701,Abalone Cove,Abalone Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,238389,1/19/1981,Y,,6445879.52806805,1727574.90831615
5702,Alamitos Bay,Alamitos Bay,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,238469,1/19/1981,Y,,6525780.5936593,1731319.21250731
5703,Bluff Cove,Bluff Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,239513,1/19/1981,Y,,6437428.76150505,1747118.89317822
5704,Cabrillo Harbor,Cabrillo Harbor,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,239956,1/19/1981,Y,,6438318.9240948,1611648.06897606
5705,Cactus Bay,Cactus Bay,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,239968,1/19/1981,Y,,6379751.76104563,1628519.72584948
5706,Catalina Harbor,Catalina Harbor,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,240353,1/19/1981,Y,,6407055.07586147,1615530.37289123
5707,Cherry Cove,Cherry Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,240520,10/20/2015,Y,,6408618.71348222,1623104.93156098
5708,Descanso Bay,Descanso Bay,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,241423,1/19/1981,Y,,6461889.3198673,1586186.42436139
5709,Emerald Bay,Emerald Bay,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,241994,10/28/2015,Y,,6401442.29377997,1628297.60555881
5710,Fishermans Cove,Fishermans Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,242280,10/28/2015,Y,,6414030.74793372,1620652.03620431
5711,Fourth of July Cove,Fourth of July Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,242416,10/28/2015,Y,,6409289.64521122,1621686.21162939
5712,Goat Harbor,Goat Harbor,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,242758,1/19/1981,Y,,6441026.62537231,1610323.01749231
5713,Inner Harbor,Inner Harbor,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,243861,1/19/1981,Y,,6493791.13696906,1738449.94627731
5714,Iron Bound Bay,Iron Bound Bay,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,243882,1/19/1981,Y,,6386236.69131722,1621607.22294223
5715,Isthmus Cove,Isthmus Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,243933,1/19/1981,Y,,6410553.4146653,1620163.48009481
5716,Little Harbor,Little Harbor,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,244916,5/8/2009,Y,,6416214.12906563,1598500.87971932
5717,Lobster Bay,Lobster Bay,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,244994,1/19/1981,Y,,6401288.84690839,1615155.58361456
5718,Long Beach Middle Harbor,Long Beach Middle Harbor,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,245055,1/19/1981,Y,,6493943.63502364,1731069.9121529
5719,Lunada Bay,Lunada Bay,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,245298,1/19/1981,Y,,6432498.78022331,1738950.88687648
5720,Malaga Cove,Malaga Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,245404,1/19/1981,Y,,6441834.36883555,1751347.14259572
5721,Mosquito Cove,Mosquito Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,246241,9/21/2018,Y,,6438864.40528731,1407712.92271331
5722,Northwest Harbor,Northwest Harbor,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,246670,1/19/1981,Y,,6382563.30824405,1470780.24736582
5723,Outer Harbor,Outer Harbor,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,247036,1/19/1981,Y,,6502801.63075906,1726401.3368444
5724,Portuguese Bend,Portuguese Bend,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,247705,1/19/1981,Y,,6451787.14453363,1726339.98788573
5725,Pyramid Cove,Pyramid Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,247839,1/19/1981,Y,,6443335.56826097,1394145.69164573
5726,San Pedro Bay,San Pedro Bay,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,248951,9/14/2015,Y,,6500603.65024689,1725394.72927757
5727,Seal Cove,Seal Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,249241,9/16/2015,Y,,6398289.95756496,1416900.35118881
5728,Star Bay,Star Bay,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,249876,1/19/1981,Y,,6381690.47600022,1626789.60759056
5729,West Cove,West Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,251329,1/19/1981,Y,,6378178.89509688,1463930.44479248
5730,White Cove,White Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,251463,10/20/2015,Y,,6449217.39901698,1601294.09230873
5731,Wilson Cove,Wilson Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,251678,1/19/1981,Y,,6390687.70177214,1461431.83692881
5732,Moonstone Cove,Moonstone Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,252129,8/1/1990,Y,,6449468.48972213,1600383.27949782
5733,Los Angeles Harbor,Los Angeles Harbor,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,252133,8/1/1990,Y,,6480309.72036238,1716849.16139498
5734,Queensway Bay,Queensway Bay,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,252215,8/1/1990,Y,,6501888.39308421,1734490.45616481
5735,Willow Cove,Willow Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,252243,8/1/1990,Y,,6453015.04955813,1596023.24162997
5736,Lovers Cove,Lovers Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,253313,12/1/1991,Y,,6464087.00247981,1583550.75345165
5737,Dume Cove,Dume Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,254053,1/19/1981,Y,,6318784.61296706,1825067.10178281
5738,Paradise Cove,Paradise Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,254125,1/19/1981,Y,,6324049.9734993,1830888.91461423
5739,Avalon Bay,Avalon Bay,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,255339,9/1/2015,Y,,6462647.07885046,1584364.16652298
5740,Toyon Bay,Toyon Bay,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,255872,1/19/1981,Y,,6453690.41139638,1595110.96163039
5741,Kellers Shelter,Kellers Shelter,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,256051,1/19/1981,Y,,6357081.92449564,1836108.05181372
5742,Santa Monica Bay,Santa Monica Bay,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1655006,9/14/2015,Y,,6420113.76496714,1799054.0770373
5743,Christmas Tree Cove,Christmas Tree Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1702660,12/2/1996,Y,,6434428.35477622,1736011.11388464
5744,Resort Point Cove,Resort Point Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1702702,12/2/1996,Y,,6433251.38501731,1737229.14589739
5745,Smugglers Cove,Smugglers Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1702706,12/2/1996,Y,,6448664.73378372,1727059.02024031
5746,Pirates Cove,Pirates Cove,Bay,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1733130,5/14/1997,Y,,6315668.04866214,1824889.92464373
5747,Bannings Beach,Bannings Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,238965,1/19/1981,Y,,6453690.05575405,1595009.86307931
5748,Ben Weston Beach,Ben Weston Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,239213,1/19/1981,Y,,6413546.37488672,1590526.71817423
5749,Big Rock Beach,Big Rock Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,239301,12/21/2016,Y,,6375262.93701805,1836496.79086564
5750,Empire Landing,Empire Landing,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,242022,1/19/1981,Y,,6429088.7063348,1614112.94101481
5751,Escondido Beach,Escondido Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,242056,1/19/1981,Y,,6328858.55804221,1832267.06638548
5752,Gallagher Beach,Gallagher Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,242577,1/19/1981,Y,,6455211.61307839,1593488.05280273
5753,Hamilton Beach,Hamilton Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,243141,1/19/1981,Y,,6461044.82122822,1587402.38223131
5754,Johnsons Landing,Johnsons Landing,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,244116,1/19/1981,Y,,6399414.63182481,1629420.34904823
5755,Las Tunas Beach,Las Tunas Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,244631,1/13/2017,Y,,6381831.86909014,1837266.01406473
5756,Lorenzo Beach,Lorenzo Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,245119,1/19/1981,Y,,6388918.61705571,1631297.46143572
5757,Moonstone Beach,Moonstone Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,246173,1/19/1981,Y,,6449382.94166489,1600181.39374673
5758,Parsons Landing,Parsons Landing,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,247282,1/19/1981,Y,,6393407.2658868,1630969.20290589
5759,Ribbon Beach,Ribbon Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,248155,1/19/1981,Y,,6384886.52538238,1622625.96532731
5760,Sullivans Beach,Sullivans Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,250032,1/19/1981,Y,,6402197.51307005,1626878.29278064
5761,Torrance County Beach,Torrance County Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,250552,1/19/1981,Y,,6442687.73327056,1753770.00421982
5762,Trancas Beach,Trancas Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,250595,1/19/1981,Y,,6304307.35976939,1835497.40408489
5763,Venice Beach,Venice Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,250970,1/19/1981,Y,,6420183.69330497,1814116.22768722
5764,Westward Beach,Westward Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,251425,1/19/1981,Y,,6314754.27260256,1826413.70145181
5765,Button Shell Beach,Button Shell Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,255391,9/17/2018,Y,,6449065.22510871,1606046.30918223
5766,Amarillo Beach,Amarillo Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,256031,1/19/1981,Y,,6347724.89924647,1833948.34156623
5767,Carbon Beach,Carbon Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,256037,1/19/1981,Y,,6362138.62501213,1837186.50110039
5768,Corral Beach,Corral Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,256043,1/19/1981,Y,,6339569.95853539,1835219.81933823
5769,La Costa Beach,La Costa Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,256052,1/19/1981,Y,,6367101.12361731,1836750.02625155
5770,Puerco Beach,Puerco Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,256071,1/19/1981,Y,,6343941.90943713,1834581.70020765
5771,Malibu Beach,Malibu Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1669875,11/9/1995,Y,,6353116.8622158,1834719.67073223
5772,Palisades Beach,Palisades Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1669892,11/9/1995,Y,,6406206.56115431,1831268.59298873
5773,Castle Rock Beach,Castle Rock Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1682627,4/26/1996,Y,,6391006.89306289,1837617.57405715
5774,Topanga Beach,Topanga Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1682655,4/26/1996,Y,,6385532.87743613,1836941.11117123
5775,Alamitos Bay Beach,Alamitos Bay Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1702622,12/2/1996,Y,,6521730.20346613,1733649.34564231
5776,Cabrillo Beach,Cabrillo Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1702656,12/2/1996,Y,,6475662.68274046,1716760.78854023
5777,Rat Beach,Rat Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1702700,12/2/1996,Y,,6441749.18363847,1751145.2932619
5778,Upper Beach,Upper Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1702707,12/2/1996,Y,,6446474.53606439,1728583.5844484
5779,White Point Beach,White Point Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1702709,12/2/1996,Y,,6466121.69526081,1718709.87847406
5780,South Beach,South Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1702803,12/2/1996,Y,,6279692.05138855,1840365.65878406
5781,Encinal Beach,Encinal Beach,Beach,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,1733115,5/14/1997,Y,,6292039.02800688,1837726.50231698
5782,Stearns Hall,Stearns Hall,Bench,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,2104711,1/31/2007,Y,,6498116.05778113,1868846.47058873
5783,Wishbone Loop,Wishbone Loop,Bend,Physical Features,,USGS,,,,CA,,https://www.usgs.gov/u.s.-board-on-geographic-names/download-gnis-data,251743,1/19/1981,Y,,6456966.44093356,1585697.31608765
